order,id,date,time,title,url,visitCount,typedCount,transition
403,15107,12/9/2020,9:29:12,"AmazonSmile: Umbra Twilight Single Curtain Rod Set – Wrap Around Design is Ideal for Blackout or Room Darkening Panels, 88-144, Nickel: Home & Kitchen",https://smile.amazon.com/dp/B00FB6N9GA/ref=sspa_dk_detail_8?pd_rd_i=B00FB6NAEQ&pd_rd_w=kGXFh&pf_rd_p=f0355a48-7e73-489a-9590-564e12837b93&pd_rd_wg=WKfjZ&pf_rd_r=RBP9HS0PW8XD9WH4BPHR&pd_rd_r=567efaec-e0cd-453b-a561-68e868af04aa&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzOTFLMEZCVUM0TksxJmVuY3J5cHRlZElkPUExMDM3MzM0SDVQV0JZNVZEMDZZJmVuY3J5cHRlZEFkSWQ9QTA0NjgxNzExV0tBNkdMV0xLUlRVJndpZGdldE5hbWU9c3BfZGV0YWlsX3RoZW1hdGljJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ&th=1,3,0,link
404,15107,12/9/2020,9:29:12,"AmazonSmile: Umbra Twilight Single Curtain Rod Set – Wrap Around Design is Ideal for Blackout or Room Darkening Panels, 88-144, Nickel: Home & Kitchen",https://smile.amazon.com/dp/B00FB6N9GA/ref=sspa_dk_detail_8?pd_rd_i=B00FB6NAEQ&pd_rd_w=kGXFh&pf_rd_p=f0355a48-7e73-489a-9590-564e12837b93&pd_rd_wg=WKfjZ&pf_rd_r=RBP9HS0PW8XD9WH4BPHR&pd_rd_r=567efaec-e0cd-453b-a561-68e868af04aa&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzOTFLMEZCVUM0TksxJmVuY3J5cHRlZElkPUExMDM3MzM0SDVQV0JZNVZEMDZZJmVuY3J5cHRlZEFkSWQ9QTA0NjgxNzExV0tBNkdMV0xLUlRVJndpZGdldE5hbWU9c3BfZGV0YWlsX3RoZW1hdGljJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ&th=1,3,0,link
405,15106,12/9/2020,9:28:56,"AmazonSmile: Umbra Twilight Single Curtain Rod Set – Wrap Around Design is Ideal for Blackout or Room Darkening Panels, 88-144, Nickel: Home & Kitchen",https://smile.amazon.com/dp/B00FB6NAEQ/ref=sspa_dk_detail_8?psc=1&pd_rd_i=B00FB6NAEQ&pd_rd_w=kGXFh&pf_rd_p=f0355a48-7e73-489a-9590-564e12837b93&pd_rd_wg=WKfjZ&pf_rd_r=RBP9HS0PW8XD9WH4BPHR&pd_rd_r=567efaec-e0cd-453b-a561-68e868af04aa&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzOTFLMEZCVUM0TksxJmVuY3J5cHRlZElkPUExMDM3MzM0SDVQV0JZNVZEMDZZJmVuY3J5cHRlZEFkSWQ9QTA0NjgxNzExV0tBNkdMV0xLUlRVJndpZGdldE5hbWU9c3BfZGV0YWlsX3RoZW1hdGljJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,1,0,link
406,15104,12/9/2020,9:28:09,"AmazonSmile: Mayrhyme Darkening Curtain Rod 28-48 Inches, Wrap Around Design,1-Inch Diameter Single Drapery Rod, Extendable Metal Rod Set of Window Treatment (Satin Nickel): Home Improvement",https://smile.amazon.com/dp/B08CRF557Y/ref=sspa_dk_detail_2?psc=1&pd_rd_i=B08CRF557Y&pd_rd_w=vtRkZ&pf_rd_p=7d37a48b-2b1a-4373-8c1a-bdcc5da66be9&pd_rd_wg=WKfjZ&pf_rd_r=RBP9HS0PW8XD9WH4BPHR&pd_rd_r=567efaec-e0cd-453b-a561-68e868af04aa&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzOTFLMEZCVUM0TksxJmVuY3J5cHRlZElkPUEwNDQ4MDkzM0I4VVFZWE1BOElOWiZlbmNyeXB0ZWRBZElkPUEwMjI0NDIzMktVWFg0WVhEQTZSNiZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,1,0,link
407,15102,12/9/2020,9:27:15,AmazonSmile: Rod Desyne 1 inch Blackout 28-48 inch-Black Single Curtain Rod Set: Home & Kitchen,https://smile.amazon.com/Rod-Desyne-Blackout-inch-Black-Curtain/dp/B0788D5T8D/ref=pd_di_sccai_1/134-9833265-1609647?_encoding=UTF8&pd_rd_i=B0788D5T8D&pd_rd_r=7d62b550-fa37-4140-a30d-30114eba8c02&pd_rd_w=uf5xX&pd_rd_wg=qPQFe&pf_rd_p=c9443270-b914-4430-a90b-72e3e7e784e0&pf_rd_r=E75V1383VDENXNNQJHA3&refRID=E75V1383VDENXNNQJHA3&th=1,2,0,link
408,15101,12/9/2020,9:26:35,AmazonSmile: Rod Desyne 1 inch Blackout 28-48 inch-Black Single Curtain Rod Set: Home & Kitchen,https://smile.amazon.com/Rod-Desyne-Blackout-inch-Black-Curtain/dp/B0788D5T8D/ref=pd_di_sccai_1/134-9833265-1609647?_encoding=UTF8&pd_rd_i=B0788D5T8D&pd_rd_r=7d62b550-fa37-4140-a30d-30114eba8c02&pd_rd_w=uf5xX&pd_rd_wg=qPQFe&pf_rd_p=c9443270-b914-4430-a90b-72e3e7e784e0&pf_rd_r=E75V1383VDENXNNQJHA3&psc=1&refRID=E75V1383VDENXNNQJHA3,1,0,link
409,15100,12/9/2020,9:26:12,AmazonSmile: Turnbull Farms(TM) Industrial Pipe Curtain Rod (18 inch bar) - Multiple Sizes: Home & Kitchen,https://smile.amazon.com/dp/B07WZ565NS/ref=sspa_dk_detail_2?pd_rd_i=B01EKNPGHO&pd_rd_w=kEVPR&pf_rd_p=7d37a48b-2b1a-4373-8c1a-bdcc5da66be9&pd_rd_wg=8PZ3S&pf_rd_r=GBDWMGKGSP1CFBZWGKYD&pd_rd_r=a1f7ebae-b5dd-4282-affd-cf3dea3b1e3e&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzR0lXWDJVVjlBVkNQJmVuY3J5cHRlZElkPUEwODMzNjgxNlpGRVpDWFJISzNRJmVuY3J5cHRlZEFkSWQ9QTAwMjgwNjJaOTZTR1VRSlNaTzgmd2lkZ2V0TmFtZT1zcF9kZXRhaWwmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl&th=1,2,0,link
410,15100,12/9/2020,9:26:11,AmazonSmile: Turnbull Farms(TM) Industrial Pipe Curtain Rod (18 inch bar) - Multiple Sizes: Home & Kitchen,https://smile.amazon.com/dp/B07WZ565NS/ref=sspa_dk_detail_2?pd_rd_i=B01EKNPGHO&pd_rd_w=kEVPR&pf_rd_p=7d37a48b-2b1a-4373-8c1a-bdcc5da66be9&pd_rd_wg=8PZ3S&pf_rd_r=GBDWMGKGSP1CFBZWGKYD&pd_rd_r=a1f7ebae-b5dd-4282-affd-cf3dea3b1e3e&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzR0lXWDJVVjlBVkNQJmVuY3J5cHRlZElkPUEwODMzNjgxNlpGRVpDWFJISzNRJmVuY3J5cHRlZEFkSWQ9QTAwMjgwNjJaOTZTR1VRSlNaTzgmd2lkZ2V0TmFtZT1zcF9kZXRhaWwmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl&th=1,2,0,link
411,15099,12/9/2020,9:25:54,AmazonSmile: Turnbull Farms(TM) Industrial Pipe Curtain Rod (18 inch bar) - Multiple Sizes: Home & Kitchen,https://smile.amazon.com/dp/B01EKNPGHO/ref=sspa_dk_detail_2?psc=1&pd_rd_i=B01EKNPGHO&pd_rd_w=kEVPR&pf_rd_p=7d37a48b-2b1a-4373-8c1a-bdcc5da66be9&pd_rd_wg=8PZ3S&pf_rd_r=GBDWMGKGSP1CFBZWGKYD&pd_rd_r=a1f7ebae-b5dd-4282-affd-cf3dea3b1e3e&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzR0lXWDJVVjlBVkNQJmVuY3J5cHRlZElkPUEwODMzNjgxNlpGRVpDWFJISzNRJmVuY3J5cHRlZEFkSWQ9QTAwMjgwNjJaOTZTR1VRSlNaTzgmd2lkZ2V0TmFtZT1zcF9kZXRhaWwmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,1,0,link
412,15097,12/9/2020,9:23:14,"AmazonSmile: Decopolitan Industrial Wrap Around Telescoping Curtain Rod Set, 36-72"", Black: Home & Kitchen",https://smile.amazon.com/Decopolitan-Industrial-Around-Telescoping-Curtain/dp/B07HGVGQFY/ref=psdc_14236311_t3_B07DS1KTQY?th=1,3,0,link
413,15097,12/9/2020,9:22:42,"AmazonSmile: Decopolitan Industrial Wrap Around Telescoping Curtain Rod Set, 36-72"", Black: Home & Kitchen",https://smile.amazon.com/Decopolitan-Industrial-Around-Telescoping-Curtain/dp/B07HGVGQFY/ref=psdc_14236311_t3_B07DS1KTQY?th=1,3,0,link
414,15097,12/9/2020,9:22:42,"AmazonSmile: Decopolitan Industrial Wrap Around Telescoping Curtain Rod Set, 36-72"", Black: Home & Kitchen",https://smile.amazon.com/Decopolitan-Industrial-Around-Telescoping-Curtain/dp/B07HGVGQFY/ref=psdc_14236311_t3_B07DS1KTQY?th=1,3,0,link
415,15096,12/9/2020,9:22:31,"AmazonSmile: Decopolitan Industrial Wrap Around Telescoping Curtain Rod Set, 36-72"", Black: Home & Kitchen",https://smile.amazon.com/Decopolitan-Industrial-Around-Telescoping-Curtain/dp/B07HGQDMX4/ref=psdc_14236311_t3_B07DS1KTQY,1,0,link
416,15095,12/9/2020,9:19:41,"AmazonSmile: Kenney Adler Indoor/Outdoor Rust-Resistant Wrap Around Curtain Rod, 28-48"", Black: Home & Kitchen",https://smile.amazon.com/Kenney-Indoor-Outdoor-Rust-Resistant-Curtain/dp/B06XHQWMM3/ref=sr_1_7?dchild=1&keywords=24%2Binch%2Bwrap%2Baround%2Bcurtain%2Brods&qid=1607534117&sr=8-7&th=1,1,0,link
417,15094,12/9/2020,9:17:27,"AmazonSmile: Room Darkening Wrap Curtain Rod 28 to 48 Inch Nickel Curtain Rod Set, Wrap Around Design, Length Adjustable Single Curtain Rod, Nickel, 28-48: Home & Kitchen",https://smile.amazon.com/Turquoize-Darkening-Curtain-Nickel-Adjustable/dp/B07Q2DWFN2/ref=sr_1_1_sspa?dchild=1&keywords=24%2Binch%2Bwrap%2Baround%2Bcurtain%2Brods&qid=1607534117&sr=8-1-spons&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzNTRDM0ZCWVRYSjU1JmVuY3J5cHRlZElkPUEwOTU4NjE3MzlDRFRUUFBCOFJQRSZlbmNyeXB0ZWRBZElkPUEwNTA2MjI2UUgzTFlVOU5QVzBZJndpZGdldE5hbWU9c3BfYXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ&th=1,2,0,link
418,15094,12/9/2020,9:17:27,"AmazonSmile: Room Darkening Wrap Curtain Rod 28 to 48 Inch Nickel Curtain Rod Set, Wrap Around Design, Length Adjustable Single Curtain Rod, Nickel, 28-48: Home & Kitchen",https://smile.amazon.com/Turquoize-Darkening-Curtain-Nickel-Adjustable/dp/B07Q2DWFN2/ref=sr_1_1_sspa?dchild=1&keywords=24%2Binch%2Bwrap%2Baround%2Bcurtain%2Brods&qid=1607534117&sr=8-1-spons&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzNTRDM0ZCWVRYSjU1JmVuY3J5cHRlZElkPUEwOTU4NjE3MzlDRFRUUFBCOFJQRSZlbmNyeXB0ZWRBZElkPUEwNTA2MjI2UUgzTFlVOU5QVzBZJndpZGdldE5hbWU9c3BfYXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ&th=1,2,0,link
419,15093,12/9/2020,9:15:54,"AmazonSmile: Kenney Adler Indoor/Outdoor Rust-Resistant Wrap Around Curtain Rod, 28-48"", Black: Home & Kitchen",https://smile.amazon.com/Kenney-Indoor-Outdoor-Rust-Resistant-Curtain/dp/B06XHQWMM3/ref=sr_1_7?dchild=1&keywords=24+inch+wrap+around+curtain+rods&qid=1607534117&sr=8-7,1,0,link
420,15092,12/9/2020,9:15:39,"AmazonSmile: Decopolitan Industrial Wrap Around Telescoping Curtain Rod Set, 18-36"", Bronze: Home & Kitchen",https://smile.amazon.com/Decopolitan-Industrial-Around-Telescoping-Curtain/dp/B07HGR3XNZ/ref=sr_1_6?dchild=1&keywords=24+inch+wrap+around+curtain+rods&qid=1607534117&sr=8-6,1,0,link
421,15091,12/9/2020,9:15:34,"AmazonSmile: Umbra Twilight Double Curtain Rod Set – Wrap Around Design is Ideal for Blackout or Room Darkening Panels, 28-48 Inch (71-122cm), Dark Bronze: Home & Kitchen",https://smile.amazon.com/Umbra-Twilight-Double-Curtain-Rod/dp/B01MTRVRND/ref=sr_1_3_sspa?dchild=1&keywords=24+inch+wrap+around+curtain+rods&qid=1607534117&sr=8-3-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzNTRDM0ZCWVRYSjU1JmVuY3J5cHRlZElkPUEwOTU4NjE3MzlDRFRUUFBCOFJQRSZlbmNyeXB0ZWRBZElkPUEwMTQwMTg3UzJaMkVHQ0ZWRUxaJndpZGdldE5hbWU9c3BfYXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,1,0,link
422,15089,12/9/2020,9:15:22,"AmazonSmile: Room Darkening Wrap Curtain Rod 28 to 48 Inch Nickel Curtain Rod Set, Wrap Around Design, Length Adjustable Single Curtain Rod, Nickel, 28-48: Home & Kitchen",https://smile.amazon.com/Turquoize-Darkening-Curtain-Nickel-Adjustable/dp/B07Q2GZGZ1/ref=sr_1_1_sspa?dchild=1&keywords=24+inch+wrap+around+curtain+rods&qid=1607534117&sr=8-1-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzNTRDM0ZCWVRYSjU1JmVuY3J5cHRlZElkPUEwOTU4NjE3MzlDRFRUUFBCOFJQRSZlbmNyeXB0ZWRBZElkPUEwNTA2MjI2UUgzTFlVOU5QVzBZJndpZGdldE5hbWU9c3BfYXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,1,0,link
423,15087,12/9/2020,9:15:17,Amazon.com : 24 inch wrap around curtain rodes,https://smile.amazon.com/s?k=24+inch+wrap+around+curtain+rodes&ref=nb_sb_noss_2,1,0,link
424,15086,12/9/2020,9:15:16,Amazon.com : 24 inch wrap around curtain rodes,https://smile.amazon.com/s/ref=nb_sb_noss_2?url=search-alias%3Daps&field-keywords=24+inch+wrap+around+curtain+rodes,1,0,form_submit
425,15085,12/9/2020,9:14:53,"AmazonSmile: Sun Zero Bronn Wrap Around Window Curtain Rod, 66-120"", Matte Black: Home & Kitchen",https://smile.amazon.com/Sun-Zero-Around-Window-Curtain/dp/B07DS1KTQY/ref=sr_1_44?dchild=1&keywords=curtain%2Brod&qid=1607533951&sr=8-44&th=1,2,0,link
426,15085,12/9/2020,9:14:52,"AmazonSmile: Sun Zero Bronn Wrap Around Window Curtain Rod, 66-120"", Matte Black: Home & Kitchen",https://smile.amazon.com/Sun-Zero-Around-Window-Curtain/dp/B07DS1KTQY/ref=sr_1_44?dchild=1&keywords=curtain%2Brod&qid=1607533951&sr=8-44&th=1,2,0,link
427,15084,12/9/2020,9:13:54,Amazon.com: curtain rod,https://smile.amazon.com/s?k=curtain+rod&dc&page=2&qid=1607533951&ref=sr_pg_1,1,0,link
428,15083,12/9/2020,9:13:36,"AmazonSmile: Sun Zero Bronn Wrap Around Window Curtain Rod, 66-120"", Matte Black: Home & Kitchen",https://smile.amazon.com/Sun-Zero-Around-Window-Curtain/dp/B07DSGHB44/ref=sr_1_44?dchild=1&keywords=curtain+rod&qid=1607533951&sr=8-44,1,0,link
429,15082,12/9/2020,9:13:32,"AmazonSmile: AmazonBasics 5/8-Inch Curtain Rod with Cage Finials - 28 to 48 Inch, Black: Home & Kitchen",https://smile.amazon.com/AmazonBasics-Curtain-Cage-Finials-Black/dp/B07Q2HK195/ref=sr_1_43?dchild=1&keywords=curtain+rod&qid=1607533951&sr=8-43,1,0,link
430,15081,12/9/2020,9:12:31,Amazon.com: curtain rod,https://smile.amazon.com/s?k=curtain+rod&dc&ref=a9_sc_1,1,0,link
431,15080,12/9/2020,9:12:27,Amazon.com: curtain rode,https://smile.amazon.com/s?k=curtain+rode&dc&ref=a9_asc_1,1,0,link
432,15079,12/9/2020,9:12:20,Amazon.com : curtain rode,https://smile.amazon.com/s?k=curtain+rode&ref=nb_sb_noss_2,1,0,link
433,15077,12/9/2020,9:11:36,"AmazonSmile: US Window And Floor 2"" Faux Wood 22.5"" W x 36"" H, Inside Mount Cordless Blinds, 22.5 x 36, White: Home & Kitchen",https://smile.amazon.com/US-Window-Floor-Inside-Cordless/dp/B07HZG5CBZ/ref=sr_1_10?dchild=1&keywords=blinds&qid=1607533659&sr=8-10&th=1,1,0,link
434,15076,12/9/2020,9:09:07,"AmazonSmile: US Window And Floor 2"" Faux Wood 22.5"" W x 36"" H, Inside Mount Cordless Blinds, 22.5 x 36, White: Home & Kitchen",https://smile.amazon.com/US-Window-Floor-Inside-Cordless/dp/B07HZG5CBZ/ref=sr_1_10?dchild=1&keywords=blinds&qid=1607533659&sr=8-10,1,0,link
435,15075,12/9/2020,9:07:39,Amazon.com : blinds,https://smile.amazon.com/s?k=blinds&ref=nb_sb_noss,1,0,link
436,15073,12/9/2020,9:04:28,"AmazonSmile: NICETOWN Black Blackout Curtain Blinds - Solid Thermal Insulated Window Treatment Blackout Drapes/Draperies for Bedroom (2 Panels, 42 inches Wide by 63 inches Long, Black): Home & Kitchen",https://smile.amazon.com/NICETOWN-Black-Blackout-Curtain-Blinds/dp/B085HQCBKX/ref=sr_1_12?dchild=1&keywords=blackout%2Bblinds&qid=1607532986&sr=8-12&th=1,2,0,link
437,15073,12/9/2020,9:04:28,"AmazonSmile: NICETOWN Black Blackout Curtain Blinds - Solid Thermal Insulated Window Treatment Blackout Drapes/Draperies for Bedroom (2 Panels, 42 inches Wide by 63 inches Long, Black): Home & Kitchen",https://smile.amazon.com/NICETOWN-Black-Blackout-Curtain-Blinds/dp/B085HQCBKX/ref=sr_1_12?dchild=1&keywords=blackout%2Bblinds&qid=1607532986&sr=8-12&th=1,2,0,link
438,15072,12/9/2020,9:02:34,Amazon.com: toddler blinds,https://smile.amazon.com/s?k=toddler+blinds&page=2&qid=1607533280&ref=sr_pg_1,1,0,link
439,15071,12/9/2020,9:01:20,Amazon.com : toddler blinds,https://smile.amazon.com/s?k=toddler+blinds&ref=nb_sb_noss,1,0,link
440,15069,12/9/2020,9:00:36,Amazon.com: kid resistant blinds,https://smile.amazon.com/s?k=kid+resistant+blinds&page=2&qid=1607533172&ref=sr_pg_1,1,0,link
441,15068,12/9/2020,8:59:32,Amazon.com : kid resistant blinds,https://smile.amazon.com/s?k=kid+resistant+blinds&ref=nb_sb_noss,1,0,link
442,15051,12/9/2020,8:59:31,Amazon.com: Customer reviews: Sole Fitness E25 Elliptical Machine,https://smile.amazon.com/product-reviews/B003Z4I90G/ref=acr_dp_hist_2?ie=UTF8&filterByStar=two_star&reviewerType=all_reviews#reviews-filter-bar,2,0,link
443,15051,12/9/2020,8:59:31,Amazon.com: Customer reviews: Sole Fitness E25 Elliptical Machine,https://smile.amazon.com/product-reviews/B003Z4I90G/ref=acr_dp_hist_2?ie=UTF8&filterByStar=two_star&reviewerType=all_reviews#reviews-filter-bar,2,0,link
444,15050,12/9/2020,8:59:16,AmazonSmile : Sole Fitness E25 Elliptical Machine : Elliptical Trainers : Sports & Outdoors,https://smile.amazon.com/dp/B003Z4I90G#customerReviews,1,0,link
445,15066,12/9/2020,8:59:14,Amazon.com: blackout curtains,https://smile.amazon.com/s/?k=blackout+curtains&ref=sugsr_0&pd_rd_w=vyCoy&pf_rd_p=0ec05f25-9534-48fe-9c3e-40b89957230e&pf_rd_r=FN870PN09WW8ZH442PDX&pd_rd_r=a914f65e-c5da-41c8-b46e-65f7f9119ebb&pd_rd_wg=4MJCL&qid=1607532986,1,0,link
446,15049,12/9/2020,8:58:58,Amazon.com : Sole E25 Elliptical,https://smile.amazon.com/s?k=Sole+E25+Elliptical&ref=nb_sb_noss_2,1,0,link
447,15047,12/9/2020,8:58:37,Sole E25 Elliptical | Free Curbside Pickup at DICK'S,https://www.dickssportinggoods.com/p/sole-e25-elliptical-19sleusl25llptclxllp/19sleusl25llptclxllp?clickid=V4I2KOxr1xyLToXwUx0Mo36FUkE1GHTNzWL:VA0&irgwc=1&camp=AFF:mediapartner:ONLINE_TRACKING_LINK::159047:315573,1,0,link
448,15046,12/9/2020,8:58:36,Sole E25 Elliptical | Free Curbside Pickup at DICK'S,https://www.dickssportinggoods.com/p/sole-e25-elliptical-19sleusl25llptclxllp/19sleusl25llptclxllp?clickid=V4I2KOxr1xyLToXwUx0Mo36FUkE1GHTNzWL%3AVA0&irgwc=1&camp=AFF%3Amediapartner%3AONLINE_TRACKING_LINK%3A%3A159047%3A315573,1,0,link
449,15065,12/9/2020,8:57:40,"AmazonSmile: NICETOWN Blackout Curtain Blind for Bedroom Thermal Insulated Grommet Blackout Room Darkening Drape/Drapery (Single Panel, W42 x L63 inches, Grey/Gray): Home & Kitchen",https://smile.amazon.com/NICETOWN-Blackout-Curtain-Insulated-Darkening/dp/B01LW1DC9V/ref=sr_1_20?dchild=1&keywords=blackout+blinds&qid=1607532986&sr=8-20,1,0,link
450,15042,12/9/2020,8:57:33,Elliptical Reviews for 2020 – Best Elliptical Machines with Comparisons | Top Fitness Magazine,https://www.topfitnessmag.com/elliptical-reviews/,1,0,link
451,15064,12/9/2020,8:57:32,"AmazonSmile: NICETOWN Black Blackout Curtain Blinds - Solid Thermal Insulated Window Treatment Blackout Drapes/Draperies for Bedroom (2 Panels, 42 inches Wide by 63 inches Long, Black): Home & Kitchen",https://smile.amazon.com/NICETOWN-Black-Blackout-Curtain-Blinds/dp/B01GCLYV5K/ref=sr_1_12?dchild=1&keywords=blackout+blinds&qid=1607532986&sr=8-12,1,0,link
452,15041,12/9/2020,8:57:28,"Best ellipticals under $1,500 for your home gym - CNET",https://www.cnet.com/health/best-elliptical-under-1500-for-your-home-gym-in-2020/,1,0,link
453,15040,12/9/2020,8:57:25,NordicTrack Best Ellipticals | NordicTrack,https://www.nordictrack.com/best-ellipticals?gclid=CjwKCAiAiML-BRAAEiwAuWVggq2whikZJF4k2L8Vy9ka10wK1DmvHNSV9yH6j4Z07GUpMYBsgPMARhoCt04QAvD_BwE,1,0,link
454,15029,12/9/2020,8:57:20,best elliptical machine for home - Google Search,https://www.google.com/search?q=best+elliptical+machine+for+home&oq=best+elliptical+machine+for+home&aqs=chrome..69i57j0l7.5926j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
455,15032,12/9/2020,8:57:20,Treadmill and Elliptical Reviews - Home,https://thefitnessofficial.com/?gclid=CjwKCAiAiML-BRAAEiwAuWVggljYquJf4aR5owJI1AemOf7AJrnq3UKTgoJmF7ZoEOJJe_0KyYzWMRoC7SUQAvD_BwE&gclid=CjwKCAiAiML-BRAAEiwAuWVggljYquJf4aR5owJI1AemOf7AJrnq3UKTgoJmF7ZoEOJJe_0KyYzWMRoC7SUQAvD_BwE,2,0,link
456,15035,12/9/2020,8:57:15,"Sole Fitness: Treadmills, Ellipticals & Exercise Bikes",https://www.soletreadmills.com/,2,0,link
457,15036,12/9/2020,8:57:15,Sole Fitness: Sole F80 Treadmill | Treadmills,https://www.soletreadmills.com/treadmills/f80-sole-treadmill,2,0,link
458,15063,12/9/2020,8:57:11,"AmazonSmile: AmazonBasics Portable Baby Travel Window Blackout Curtain Shades with Suction Cups - Black, Moon and Stars, 2-Pack: Home & Kitchen",https://smile.amazon.com/AmazonBasics-Portable-Blackout-Curtain-Suction/dp/B082XSZHBS/ref=sxin_9_ac_d_pm?ac_md=4-2-QWJvdmUgJDUw-ac_d_pm&cv_ct_cx=blackout+blinds&dchild=1&keywords=blackout+blinds&pd_rd_i=B082XSZHBS&pd_rd_r=be7444ad-97fc-4a71-ac80-b455566e89dd&pd_rd_w=VOhpW&pd_rd_wg=a7fjR&pf_rd_p=68f25c26-6854-442e-9296-f746545e76bb&pf_rd_r=FN870PN09WW8ZH442PDX&psc=1&qid=1607532986&sr=1-3-22d05c05-1231-4126-b7c4-3e7a9c0027d0,1,0,link
459,15037,12/9/2020,8:57:01,Sole Fitness: Ellipticals,https://www.soletreadmills.com/ellipticals.html,1,0,link
460,15062,12/9/2020,8:57:01,"AmazonSmile: NICETOWN Pure White 100% Blackout Lined Curtains, 2 Thick Layers Completely Blackout Window Treatment Panels Thermal Insulated Drapes for Kitchen (1 Pair, 42-inch Width x 63-inch Length Each Panel): Kitchen & Dining",https://smile.amazon.com/NICETOWN-Blackout-Completely-Treatment-Insulated/dp/B07GZGT6JY/ref=sr_1_7?dchild=1&keywords=blackout+blinds&qid=1607532986&sr=8-7,1,0,link
461,15036,12/9/2020,8:56:47,Sole Fitness: Sole F80 Treadmill | Treadmills,https://www.soletreadmills.com/treadmills/f80-sole-treadmill,2,0,link
462,15035,12/9/2020,8:56:42,"Sole Fitness: Treadmills, Ellipticals & Exercise Bikes",https://www.soletreadmills.com/,2,0,link
463,15061,12/9/2020,8:56:26,Amazon.com : blackout blinds,https://smile.amazon.com/s?k=blackout+blinds&ref=nb_sb_noss_2,1,0,link
464,15033,12/9/2020,8:55:46,Treadmill and Elliptical Reviews - Sole Fitness Review,https://thefitnessofficial.com/Home/SoleFitness,1,0,link
465,15032,12/9/2020,8:55:30,Treadmill and Elliptical Reviews - Home,https://thefitnessofficial.com/?gclid=CjwKCAiAiML-BRAAEiwAuWVggljYquJf4aR5owJI1AemOf7AJrnq3UKTgoJmF7ZoEOJJe_0KyYzWMRoC7SUQAvD_BwE&gclid=CjwKCAiAiML-BRAAEiwAuWVggljYquJf4aR5owJI1AemOf7AJrnq3UKTgoJmF7ZoEOJJe_0KyYzWMRoC7SUQAvD_BwE,2,0,link
466,15029,12/9/2020,8:55:25,best elliptical machine for home - Google Search,https://www.google.com/search?q=best+elliptical+machine+for+home&oq=best+elliptical+machine+for+home&aqs=chrome..69i57j0l7.5926j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
467,15059,12/9/2020,8:55:13,Amazon.com: blinds,https://smile.amazon.com/s?k=blinds&page=3&qid=1607532860&ref=sr_pg_2,1,0,link
468,15058,12/9/2020,8:55:03,"AmazonSmile: Chicology Cordless Faux wood blinds Best for Kids, Inside Mount, 30""W X 48""H, Basic White: Home & Kitchen",https://smile.amazon.com/Chicology-Cordless-blinds-Inside-Mount/dp/B084LMSZDY/ref=sr_1_73?dchild=1&keywords=blinds&qid=1607532812&sr=8-73,1,0,link
469,15057,12/9/2020,8:54:36,Amazon.com: blinds,https://smile.amazon.com/s?k=blinds&page=2&qid=1607532812&ref=sr_pg_1,1,0,link
470,15028,12/9/2020,8:54:28,Amazon.com : eliptical exercise machine,https://smile.amazon.com/s?k=eliptical+exercise+machine&crid=1KLS1H7Y030JJ&sprefix=eliptical%2Caps%2C297&ref=nb_sb_ss_ts-a-p_1_9,1,0,link
